href,title,reviewNum,tag,brand,company,howToUse,ingredients,image,volume,price,totalScore,satisfactionScore,priceScore,rebuyScore,commenter,commentDate,commentContent,commentGood,commentBad
https://daedamo.com/ingre/110?sca=탈모관련상품&overlaps=5,"
            알페신 카페인샴푸 C1        ",418.0,두피샴푸,알페신,,젖은 머리에 샴푸를 묻혀 거품을 낸 뒤 카페인 복합 성분이 작용할 수 있도록 두피에 닿은 순간부터 최소2분간 마사지하고 헹궈내세요.,"정제수, 소듐라우레스설페이트, 카페인, 디소듐라우레스설포석시네이트, 라우레스-2, 판테놀, 소듐클로라이드, 소듐라우로얄글루타메이트, 시트릭애씨드, 디소듐이디티에이, 하이드롤라이즈드밀단백질, 리모넨, 멘톨, 나이아신아마이드, 향로, 피이지-120메칠글루코오스디올리에이트, 피이지-40하이드로제네이티드캐스터오일, 소듐시트레이트, 폴리쿼터늄-7, 토코페롤, 포타슘소르베이트, 징크피씨에이, 소듐벤조에이트, 페녹시에탄올, 프로필파라벤, 청색1호, 자색401호, 메칠파라벤",https://daedamo.com/new/data/file/ingre/1794346571_71ef94ef_1-1.jpg,250ml,"20,000원",,60%,40%,80%,범고래돌고래,  9달 전    ,," 샴푸할때 세정력도 좋은 편이고 무엇보다 시원한 느낌이 드는것이 너무 좋아요
하지만 탈모 완화에 대한 효과는 6개월째 사용중인데 못느꼈습니다 아무래도 샴푸니까 효과를 기대하긴 어렵습니다
꽤나 시원해서 계속 구매해서 사용할 생각입니다  ",
,,,,,,,,,,,,60%,0%,0%,대도모아,  4년 전    ,, 스킨향이 나서 좋은 것 , 광고가 너무 많이 나와서 의심  
,,,,,,,,,,,,60%,0%,0%,켈릭,  4년 전    ,, 음.... 일단 머리를 감으면서 열심히 마사지를 해주면 샴푸액이 모공 안으로 들어가면서 시원해지는 효과를 받습니다. , 머리가 더 빠지는 것은 완화시켜주는거 같긴 하지만 머리카락이 너무 뻣뻣해지는 느낌이며 가늘어진 모발의 개선에는 한계가 보입니다.  
,,,,,,,,,,,,60%,0%,0%,Sirius1119,  4년 전    ,, 두피건강에는 확실히 도움을 주네요 , 이걸로 실제로 숱이 늘어나진 않겠죠.  
,,,,,,,,,,,,60%,0%,0%,베레,  4년 전    ,, 나름 카페인성분 덕분인지 쿨링감이 있어 사용감이 좋았습니다 , 탈모 및 발모 효과는 미약한듯합니다  
,,,,,,,,,,,,100%,0%,0%,무럭무럭자라줘,  4년 전    ,, 저한테는 최고의 샴푸네요. 지금도 꾸준히 사용하고 중간에 다른 제품으로도 바꿔봤었는데 다시 돌아왔습니다. ㅎㅎ , 타제품보다는 가격면에서 좀 비싸요  
,,,,,,,,,,,,60%,0%,0%,아프릴리아,  4년 전    ,, 두피가 시원해지는 느낌 , 발모효과 확인 불가능  
,,,,,,,,,,,,60%,0%,0%,김맥주,  4년 전    ,, 감으면 머리가 시원해 지는 느낌이 들고 상쾌하다 , 냄새가 무슨 아저씨 진한 스킨냄새 이고 머리결이 빳빳해진다.  
,,,,,,,,,,,,60%,0%,0%,켄켄켄,  4년 전    ,, 행사때 저렴하게 구입했습니다. , 향때문인지 두피에 자극이 있는 느낌이었습니다  
,,,,,,,,,,,,60%,0%,0%,LSEESGD,  4년 전    ,, 두피가 시원해서 느낌이 좋음. , 딱히 두피에 뭐가 좋은건지는 모르겠음.  
,,,,,,,,,,,,60%,0%,0%,호수마음,  4년 전    ,, 시원한 느낌이 나서 좋습니다 , 탈모에 효과가 있는지는 확실히 모르겠어용  
,,,,,,,,,,,,60%,0%,0%,앙김옦띠,  4년 전    ,, 머리가 멘솔향처럼 시원함 , 가격에비해 양이많은진 모르겠다  
,,,,,,,,,,,,60%,0%,0%,잭선장,  4년 전    ,, 5개월 사용하면서 각질은 많이 줄어들었던거같다. , 발모효과는 그닥 못느낌..  
,,,,,,,,,,,,60%,0%,0%,동고동락,  4년 전    ,, 스킨향이라 정수리냄새가 덜한 느낌 , 효과를 잘 모르겠음  
,,,,,,,,,,,,20%,0%,0%,도라보기,  4년 전    ,, 의약품이라 써봤는데 그냥 , 효과가 없었던거 같아요  
,,,,,,,,,,,,60%,0%,0%,zloke,  4년 전    ,, 다른 탈모 샴푸에 비하면 저렴한 가격이고 두피가 시원해서 좋아요 , 효과는 모르겠어요. 관리 차원에서 쓰면 나쁘지 않은 것 같음  
,,,,,,,,,,,,80%,0%,0%,쌤양,  4년 전    ,, 지금도 기존 샴푸와 병행해서 사용하고 있습니다. 느낌이 개운하고 좋아요. , 
,,,,,,,,,,,,60%,0%,0%,텁천사,  4년 전    ,, 시원한 느낌이 좋았어요. , 탈모에 도움이 될런지 모르겠습니다.  
,,,,,,,,,,,,20%,0%,0%,한글이야하나,  4년 전    ,, 상쾌하긴 한데.. 그냥 뭘로 샴푸하든 샴푸하면 느껴지는 느낌 , 해외에서 넘어와서 비싸기 까지 합니다.. 탈모인들 죽이는 상품임..  
,,,,,,,,,,,,60%,0%,0%,엠다이브,  4년 전    ,, 상쾌한 느낌은 좋았습니다 , 탈모에 대한 효과는 크게 못느꼈네요  
,,,,,,,,,,,,60%,0%,0%,유우웅,  4년 전    ,, 두통 써봤었는데 머리가 약간 힘이있어지는 느낌은 있음!! , 머리가 빠지는걸 막는다는 그런 효과는 없음  
https://daedamo.com/ingre/110?sca=탈모관련상품&overlaps=5,"
            알페신 카페인샴푸 C1        ",418.0,두피샴푸,알페신,,젖은 머리에 샴푸를 묻혀 거품을 낸 뒤 카페인 복합 성분이 작용할 수 있도록 두피에 닿은 순간부터 최소2분간 마사지하고 헹궈내세요.,"정제수, 소듐라우레스설페이트, 카페인, 디소듐라우레스설포석시네이트, 라우레스-2, 판테놀, 소듐클로라이드, 소듐라우로얄글루타메이트, 시트릭애씨드, 디소듐이디티에이, 하이드롤라이즈드밀단백질, 리모넨, 멘톨, 나이아신아마이드, 향로, 피이지-120메칠글루코오스디올리에이트, 피이지-40하이드로제네이티드캐스터오일, 소듐시트레이트, 폴리쿼터늄-7, 토코페롤, 포타슘소르베이트, 징크피씨에이, 소듐벤조에이트, 페녹시에탄올, 프로필파라벤, 청색1호, 자색401호, 메칠파라벤",https://daedamo.com/new/data/file/ingre/1794346571_71ef94ef_1-1.jpg,250ml,"20,000원",,60%,40%,80%,범고래돌고래,  9달 전    ,," 샴푸할때 세정력도 좋은 편이고 무엇보다 시원한 느낌이 드는것이 너무 좋아요
하지만 탈모 완화에 대한 효과는 6개월째 사용중인데 못느꼈습니다 아무래도 샴푸니까 효과를 기대하긴 어렵습니다
꽤나 시원해서 계속 구매해서 사용할 생각입니다  ",
,,,,,,,,,,,,80%,0%,0%,오우오야,  4년 전    ,, 거품이 잘나고 부드럽다 , 냄새가 목욕탕 향수냄새남  
,,,,,,,,,,,,60%,0%,0%,apolon,  4년 전    ,, 외국제품이라 뭔가 효과기있을것같아 사용중입니다 , 향이 좀 독한것같아요  
,,,,,,,,,,,,60%,0%,0%,시드코어,  4년 전    ,, 시원한 느낌이 들어서 두피 마사지용으로 좋습니다 , 계면활성제성분이 많다고 듣긴했네요  
,,,,,,,,,,,,80%,0%,0%,Nolazy,  4년 전    ,, 다른 샴푸들처럼 눈에 띄는 효과는 없지만 탈모방지에 도움이 되는 거에 위안을 줍니다. ," 다른 샴푸들과 다르게 2분을 기다려야 한다는 점이 조금 불편하고, 사용 후 머리결이 빳빳해지지만, 왁스로 손질시 손질이 잘 되게 해줍니다.  "
,,,,,,,,,,,,60%,0%,0%,탈모라우,  4년 전    ,," 시원한 느낌이 좋습니다, ", 탈모예방에 효과가 있는지 모르겠네요  
,,,,,,,,,,,,40%,0%,0%,이식이미래다,  4년 전    ,, 약간의 시원함을 주고 플라시보인지 머리에 힘이 쬐끔 더 생겼었어요 , 향이 너무너무 별로입니다  
,,,,,,,,,,,,20%,0%,0%,왕눈이아빠,  4년 전    ,, 머리가 시원해 지는 느낌이 있습니다. ," 가격이 만만치 않고, 효과는 거의 없습니다.
선물로 받아서 쓰고 있는데, 제 돈으로는 구입할 의사가 없습니다.  "
,,,,,,,,,,,,20%,0%,0%,아마겟정,  4년 전    ,, 냄새가 강해 마사지 느낌이나고 시원함 , 삼푸류의 한계. 그닥효과 없은  
,,,,,,,,,,,,60%,0%,0%,잔디는무럭무럭,  4년 전    ,, 향이 호불호가 갈릴것 같다. 타 샴푸보다 시원하다 ," 가격 대비 양이 적다  
거품이 적다.  "
,,,,,,,,,,,,100%,0%,0%,건입,  4년 전    ,, 10년째 사용중입니다. 특별히 나쁜 점이 없습니다. , 오래 써서 그런건지 모르겠는데 특별히 좋은 점도 모르겠습니다. 적어도 악화시키진 않아요.  
,,,,,,,,,,,,60%,0%,0%,쌍끌이,  4년 전    ,, 타 삼푸보다 약간은 더 시원한 느낌 , 사실 항기라고 할수없는 삼푸냄새  
,,,,,,,,,,,,80%,0%,0%,라일락이질때,  4년 전    ,, 일단 , 너무 남자 스키냄새가 심함 가격대비 양이 적음 한때 티비에서 광고 엄청하길래 써봄  
,,,,,,,,,,,,40%,0%,0%,또장군,  4년 전    ,, 뭔가 외관상 보기에 좋더라는. , 써보니 그닥 구렇더라는. 냄새나 효과도..  
,,,,,,,,,,,,80%,0%,0%,풍성해져라머리머리,  4년 전    ,, 감고 씻어내면 깔끔한느낌 시원합니다 ," 남자스킨향..
향때문에 손이 잘 가지 않는다는  "
,,,,,,,,,,,,60%,0%,0%,S케빈,  4년 전    ,, 성분이나 약간의 변화 , 사용감이 먼가 익숙치않아서 아쉬웠어요  
,,,,,,,,,,,,60%,0%,0%,볼붸리,  4년 전    ,, 개운하고 상쾌한 느낌입니다 ," 불쓰원삿이 떠오르는 모양과 색깔
스며들으라고 양치하는동안 안씻어냈는데 아무래도 독한듯해요
뭔가 가늘어지는 느낌..
요즘은 감고 바로 씻어냅니다  "
,,,,,,,,,,,,60%,0%,0%,기분좋은데이,  4년 전    ,, 머리가 시원해지는 느낌은 받아요 , 아쉬움 점은 딱히 없습니다  
,,,,,,,,,,,,100%,0%,0%,ands,  4년 전    ,, 냄새는 정말 의약품 냄새가 납니다. 뭐랄까 머리카락 자체가 깨끗해지는 느낌은 확실히 듭니다. , 말그대로 의약품 냄새라서 샴푸향은 기대하시면 좀 어려울거 같습니다.  
https://daedamo.com/ingre/23398?sca=탈모관련상품&overlaps=5,"
            라보에이치 탈모증상완화 샴푸 두피강화        ",180.0,탈모샴푸,라보에이치,아모레퍼시픽,"1일 1회, 미온수로 모발 및 두피를 충분히 적시고 적당량을 손에 덜어 모발과 두피에 골고로 펴 발라줍니다. 2~3분 후 미온수로 깨끗이 씻어냅니다.
","정제수, 소듐코코일이세티오네이트, 다이소듐라우레스설포석시 네이트, 라우릴베타인, 글리세릴스테아레이트, 트라이하이드록시 스테아린, 폴리쿼터늄-10, 카페인, 세틸알코올, 다이카프릴릴에터, 소듐벤조에이트, 소듐살리실레이트, 시트릭애씨드, 페퍼민트오일, 멘톨, 카프릴릭/카프릭트라이글리세라이드, 카프릴릴글라이콜, 스 타아니스열매/씨오일, 로즈마리잎오일, 덱스트린, 연필향나무오일 ,테트라소듐이디티에이, 콘민트오일, 유칼립투스잎오일, 바질오일 1, 캐모마일꽃오일, 향기제비꽃잎추출물, 락토바실러스발효용해물, 글리세린, 녹차씨추출물, 토코페롤, 돌콩오일, 세라마이드엔피,하 이드로제네이티드레시틴, 피토스핑고신, 바이오틴",https://daedamo.com/new/data/file/ingre/2034324504_fCp8mWTZ_f528d76e44c914d381b67f70b50c8daffae69616.PNG,400ml,"24,000원",,60%,60%,60%,Koreank,  9달 전    ,, 우선 아무리 탈모샴푸가 효과 없다고 해도 않좋은 성분은 빼고 좋은 성분만 넣어서 확실히 두피에 덜 자극적인 것 같아요. 제 두피가 예민해서 싼 샴푸 쓰면 빨게지고 그러는데 이 샴푸는 안그랬어요. 가격이 그래도 조금 나가는 편이라 막 그렇게 추천은 못하지만 순한 샴푸를 찾는다고하면 한 번쯤은 시도해볼만 한 것 같아요 , 샴푸를 하고나면 모발에 힘이 없어서 스타일링은 좀 불편해요ㅠ  
,,,,,,,,,,,,60%,60%,60%,K29539652352308081205,  2일 전    ,, 거품은 잘 나는 편이고 가격도 괜찮습니다.라보에이치 샴푸 쓰고 나서는 두피에 문제가 생기진 않고 깨끗하게 관리되네요. 새정력도 좋고 전체적으로 좋은것같아요거품은 잘 나는 편이고 멘톨성분이 오히려 강하지않고은은하게 시원해서 좋은것같아요 라보에이치 제품을 꼭 써야한다면 이 제품이 제일 무난합니다. 기름기가 아예 쏙 빠져버림.허리정도까지 오는 여자 머리인데도 조금만 펌핑해도 거품이 많이 나서 좋습니다 , 향이 맘에 안 들어요..  
,,,,,,,,,,,,80%,100%,80%,K29544404182308081715,  3일 전    ,, 샴푸가 순해서 민감한 두피에 좋은 것 같습니다. 지루성 두피염 가지고 계신분에게 추천합니다. 가격도 용량대비 부담스럽지않고 거품이 잘 나서 그런지 세정력도 좋습니다. 확실히 두피에 쿨링감도 주고 사용후엔 두피가 시원해진다는 느끼을 받습니다. 더 사용해 봐야 알겠지만 탈모가 개선되는 효과는 지켜봐야 할 것 같습니다. 여태써본 샴푸중 제일 문안해서 재구매할 것 같습니다. , 향은 그저그럭..  
,,,,,,,,,,,,100%,100%,100%,K29246558242307211734,  3일 전    ,, 그냥 일반 샴푸 쓰다가 유튜버 재유가 추천해서 기억해두고있다가 교수님 추천으로 써봤는데 거품도 잘나고머리에 기름기가 확실히 오래 없어지는 느낌입니다 향은 되게 시원한 향이 나는데 탈모샴푸들 특인지 오래 맡고싶진 않은 향 ㅋ..TS샴푸도 써봤지만 이게 더 거품도 잘나고 향도 더 괜찮고 머리가 확실히 상쾌해요쿨링 있는 샴푸보다 이게 더 나은 느낌 탈모 개선은 잘 모르겠습니당 ㅎ..   ,
,,,,,,,,,,,,100%,80%,100%,우리모두풍성하게,  6일 전    ,, 누구나 좋다던 TS 샴푸를 사용했었는데 오히려 머리가 더 빠지고 힘도 없길래 여러 탈모샴푸 (서울대 출신 연구원이 만들었다던 10만원짜리 샴푸포함) 다 써봤는데 효과가 없어서 마지막으로 쿠팡으로 라보에이치 샴푸를 사용하였는데 기분탓일지는 모르겠지만 샤워할때 한 번 머리감으면 몇십가닥씩 빠졌던 머리카락이 확실히 덜 빠지고 정수리쪽도 비어보이지가 않더라구요 저는 효과 확실히 보고있습니다. , 
,,,,,,,,,,,,60%,60%,40%,집에갘곸싴닼,  13일 전    ,, 다들 평가가 좋아서 처음으로 구매해서 사용해 봤는데 저랑은 잘 맞지 않다고 느꼈습니다 지루성 두피염이 일단 가라앉지 않았고 이 샴푸나 다른 샴푸나 큰 차이점을 많이 느끼진 못했습니다 근데 대다수 괜찮은 평이 있었으나 개인적으로는 개인이 잘 맞는 샴푸를 찾아서 써야하는게 최고라고 생각합니다 그런데 정작 저는 찾지 못하고 있어서 아쉽습니다 그래도 개인적으로는 아쉬운 부분이 있다  ,
,,,,,,,,,,,,80%,80%,80%,kieuf,  14일 전    ,," 거품 잘나고 커품으로 마사지 해주면 시원해집니다. 쿨링 효과가 있어 더운 여름에 두피의 열을 내려주는 것 같네요.6개월 동안 사용했는데 드라마틱한 효과는 못 본 것 같습니다.향도 괜찮고, 거품도 잘 나고 그 탈모샴푸 특성상 머리가 빳빳해지고 건조해지는 효과도 덜해서 저는 재구매의사 있습니다. 요즘 머리 아침 저녁으로 두 번 감는데 두피컨디션도 괜찮은 것 보니 성분도 괜찮은 듯 합니다.  ",
,,,,,,,,,,,,80%,60%,80%,K29416331442307311138,  14일 전    ,," 인터넷 및 광고들 통해서 여러가지 탈모 샴푸를 써봤습니다. 사실 성분이나 효과에 큰 차이가 없긴 하겠지만 라보에이치 샴푸를 쓰면서 가려윰증이나 건조함, 뻣뻣함이 많이 없어진 것 같습니다.다른 샴푸는 한두가지정도 뚜렷한 단점이 생기기 마련인데 이샴푸는 그런거없이 굉장히 무난하게 사용 가능한 샴푸인 것 같습니다.아무래도 꾸준히 오래 사용해보는게 가장 좋을 것 같습니다.  ",
,,,,,,,,,,,,80%,100%,80%,음흠음,  17일 전    ,, 라보에이치 샴푸가 탈모 샴푸 중에서 가장 무난하게 사용할 수 있는 제품이라고 생각합니다. 가격도 그렇게 비싸지 않고 사용하고 났을 때 박하 느낌의 시원한 쿨림감이 남습니다. 저 같은 경우는 라보이이치 샴푸를 데일리로 주로 사용하면서 가끔 다른 탈모 샴푸도 같이 써주었습니다. 일반 샴푸에 비해 확실히 머리카락이 덜 빠지고 향이나 제형도 거부감이 없어서 쓰기 좋습니다.  ,
,,,,,,,,,,,,100%,80%,100%,K2692490237,  19일 전    ,, 저는 어느정도 써봣는데요.. 한 5개월?? 정도 사용한 것 같은데저는 두피에 가려움이랑 뾰루지때문에 쿨링감 있고 약산성 샴푸를찾다가 유튜브 보고 구매하게 되었습니다. 그리고 써보니까 쿨링도 되고 머리 열감이 점점 가라앉는 듯 했고 가려움도 줄어들었습니다. 그러다가 쿨링 두피 토닉까지  같이 사용해주니 이제는 비듬도 적어지고 머리카락도 덜 빠집니다. 꼭 샴푸때문에 개선됐다기 보다는 앰플이랑 토닉 마사지등등 여러가지 관리를 더 해주니 확실히 효과는 있습니다!  여러분도 여러가지 방법을 같이 시도해 보세용!!  ,
,,,,,,,,,,,,100%,60%,80%,가운데탈모,  22일 전    ,," 머리가 덜 빠지는 것 같기도 하지만 역시나 샴푸기 때문에 큰 기대는 하지 않는 것이 좋다. 처음에는 민감성 샴푸 버전으로 썼는데 뻑뻑한 느낌이 들어서 오리지널로 사용했다. 오리지널은 그럭저럭 괜찮은 것 같다. 대기업이 만들었으니 생산, 유통은 괜찮은 것 같으나 효과는 잘 모르겠다. 지루성 두피염도 있는데 오히려 여기에 더 좋은 것 같다. 지루성 두피염이 많이 완화 되었다. ", 가격 비싸다.  
,,,,,,,,,,,,100%,100%,100%,발모발모22,  24일 전    ,, 개인적으러 지금끼지 쓴 샴푸중에 세정럭대비 제 두피에 잘맞는거같아요 지루성 두피염으류 고생했는데 순한건 세정력이 너무 약해서 문제였고 항진균성은 너무 세서 두피가 빨개지는 증상이 생겼었어요그래서 여러 제품을 두루두루 다 써본 결과 이 샴푸가 현재는 가장 잘맞는거 같아요다른분들도 샴푸를 하나계속 써보는것보단 여유가있다면 2-3주 간격으로 바꾸면서 자신에게맞는 샴푸를 찾는게 중요하다고 생각해요  ,
